-0.0544656,0.135599,0.766125,-0.0511346,-0.0693865,-0.0197657,
-0.0561407,0.143567,0.766402,0.00454724,0.0274879,-0.130759,
-0.0548884,0.145207,0.765865,-0.00890382,-0.0207943,-0.0272308,
-0.0566301,0.148835,0.765597,-0.00405729,0.0262813,-0.0547455,
-0.0554602,0.14901,0.765838,0.00445627,-0.0215589,-0.00323016,
-0.0549449,0.146934,0.766948,0.0178208,-0.00827339,0.0333402,
-0.0563306,0.149455,0.767253,0.00522616,0.0238051,-0.0433199,
-0.0543986,0.149637,0.768429,0.0196136,-0.0322173,-0.00302807,
-0.0548249,0.14969,0.76877,0.00568908,0.00709609,-0.000881445,
-0.0534992,0.150719,0.769532,0.0133879,-0.0233037,-0.0180886,
-0.0534275,0.150638,0.769092,-0.00703501,-0.00114592,0.00128662,
-0.0526769,0.150037,0.771238,0.0352571,-0.0123304,0.00988244,
-0.0522059,0.149849,0.770241,-0.0166649,-0.00787108,0.0031426,
-0.0529875,0.150635,0.770862,0.0101263,0.0127492,-0.0128208,
-0.0522382,0.150901,0.770307,-0.00954122,-0.0128823,-0.00457796,
-0.0504603,0.150288,0.770596,0.0046804,-0.028731,0.00990841,
-0.0508628,0.151879,0.770307,-0.0046704,0.00650385,-0.0257154,
-0.049611,0.153017,0.770522,0.00359459,-0.0209295,-0.0190243,
-0.0483125,0.153238,0.770779,0.00446145,-0.022573,-0.00384756,
-0.0480043,0.154248,0.770575,-0.00333495,-0.00503059,-0.0164794,
-0.0473659,0.154018,0.771334,0.0125526,-0.0105499,0.00379217,
-0.0477285,0.155212,0.770188,-0.0187768,0.0059363,-0.019537,
-0.0476847,0.154727,0.770046,-0.00234538,-0.000726694,0.00804058,
-0.0478335,0.154544,0.771153,0.0185336,0.00249063,0.00306431,
-0.0481326,0.154313,0.770632,-0.00859089,0.00493263,0.00380152,
-0.0494259,0.155069,0.770209,-0.0034725,0.0106106,-0.00619998,
-0.0472416,0.152495,0.77136,0.0153571,-0.0291347,0.0343323,
-0.0476776,0.155616,0.770755,-0.00537421,0.00386832,-0.0276908,
-0.047994,0.153947,0.770073,-0.0111543,0.00517968,0.0273268,
-0.0476416,0.154781,0.770499,0.00369068,-0.00305132,-0.00721776,
-0.0478233,0.155308,0.769789,-0.0105819,0.0027071,-0.00786713,
-0.0476352,0.15438,0.77042,0.00834277,-0.00248977,0.0122938,
-0.0468498,0.155527,0.770887,0.00477227,-0.00801834,-0.0117065,
-0.0484632,0.154414,0.770321,-0.00829148,0.0236554,0.0163132,
-0.0487024,0.15382,0.770727,0.00367767,0.00216841,0.00538732,
-0.0480484,0.154439,0.771097,0.00597683,-0.0105654,-0.0099958,
-0.0479781,0.154578,0.77098,-0.0019831,-0.00118536,-0.00235889,
-0.0476827,0.154067,0.770875,-0.00172098,-0.00485177,0.00839861,
-0.0479799,0.153831,0.770834,-0.000682145,0.00500185,0.00397274,
-0.0471764,0.153895,0.77086,0.000426191,-0.013424,-0.00107369,
-0.0477237,0.154215,0.771184,0.00265816,0.00448207,-0.0026163,
-0.0478472,0.153343,0.771351,0.00244448,0.00181021,0.0127767,
-0.0473801,0.154106,0.771196,-0.00138939,-0.00417723,-0.0068189,
-0.0472669,0.153352,0.771256,0.000964805,-0.00182275,0.0121376,
-0.0465359,0.152627,0.772378,0.00940328,-0.00612403,0.00607506,
-0.0489901,0.153783,0.770847,-0.0123113,0.0197375,-0.00929772,
-0.0480339,0.154046,0.771136,0.00408482,-0.0135409,-0.00373049,
-0.0482212,0.154741,0.770625,-0.00482727,0.00177121,-0.0065699,
-0.0482017,0.153867,0.770887,0.00395486,-0.000295116,0.0132185,
-0.0472597,0.153737,0.770763,-0.00105024,-0.00795323,0.00109679,
-0.0478067,0.15299,0.771692,0.0150872,0.00887811,0.0121227,
-0.0486339,0.154805,0.770954,-0.0120776,0.0135421,-0.0297111,
-0.0469648,0.153601,0.771311,0.00588615,-0.0275624,0.0198776,
-0.04955,0.154442,0.770429,-0.0145745,0.042712,-0.0139002,
-0.048232,0.154091,0.770546,0.00189358,-0.0213084,0.00567447,
-0.0490181,0.154053,0.771053,0.00450698,0.00698657,0.000341984,
-0.0479129,0.155345,0.770518,-0.00798781,-0.0165065,-0.0192963,
-0.0483803,0.153499,0.771361,0.00721465,0.00400012,0.0158009,
-0.0483267,0.15357,0.771205,-0.00255604,-0.00087873,-0.00117898,
-0.0494076,0.153168,0.770267,-0.00801441,0.00922819,0.00343535,
-0.0484991,0.153823,0.770882,0.00937898,-0.0138501,-0.00997937,
-0.0473166,0.153843,0.771639,0.00663238,-0.0103545,-0.000174461,
-0.0486583,0.153841,0.770456,-0.0184009,0.0208739,2.92108e-05,
-0.0491239,0.153443,0.770483,0.000408552,0.00720372,0.00615479,
-0.0477136,0.153683,0.77065,0.00148502,-0.0125623,-0.00213701,
-0.0482385,0.153131,0.770889,0.00395808,0.00868289,0.00912113,
-0.0478711,0.153778,0.771119,0.00190692,-0.00303859,-0.00534767,
-0.0484591,0.153389,0.771046,-0.00110261,0.0087855,0.00581451,
-0.0481223,0.155314,0.770199,-0.00747053,-0.00297178,-0.0169929,
-0.0483064,0.153233,0.770928,0.0105802,0.00267099,0.0301972,
-0.0495803,0.15393,0.770778,-0.00131074,0.0111388,-0.0060858,
-0.0489691,0.15478,0.770933,0.002309,-0.0091099,-0.0126811,
-0.0477812,0.153417,0.770589,-0.00302286,-0.010432,0.0119716,
-0.0482715,0.153384,0.771342,0.0121864,0.00793831,0.000535067,
-0.0480928,0.153802,0.770045,-0.020452,-0.00281887,-0.00659016,
-0.0484761,0.153832,0.770429,0.00623725,0.00621918,-0.0004852,
-0.0494832,0.153147,0.770729,0.00500459,0.016811,0.011432,
-0.0490303,0.153643,0.771097,0.00595841,-0.00733597,-0.00802845,
-0.0487498,0.153598,0.770665,-0.00382856,-0.00248586,0.000398335,
-0.0477651,0.152404,0.771868,0.0192971,-0.0157956,0.0191546,
-0.0475349,0.153069,0.771765,-0.00163751,-0.00366048,-0.0105799,
