0.0336902,0.156121,0.74224,0.0269914,-0.00863978,-0.061876,0.0556156,
0.0296716,0.159338,0.741345,-0.0163463,0.0733853,-0.0587559,0.0547611,
0.025051,0.160608,0.739752,-0.0293196,0.0850086,-0.0233593,0.0543545,
0.029342,0.159631,0.741491,0.03276,-0.0808297,0.0184004,0.0530874,
0.0257793,0.162401,0.740569,-0.016903,0.0653609,-0.0508088,0.0545091,
0.0269299,0.162606,0.742306,0.0314201,-0.0208256,-0.00371176,0.0552527,
0.0259965,0.163311,0.742626,0.00566462,0.0165164,-0.0124686,0.0565151,
0.0274559,0.164507,0.744371,0.0306475,-0.0256229,-0.0210009,0.0569568,
0.0289556,0.164049,0.745158,0.0134701,-0.0256875,0.0078384,0.058383,
0.0275966,0.1669,0.745669,0.00887216,0.0235879,-0.0494797,0.057615,
0.0288233,0.163968,0.748054,0.0416053,-0.021396,0.0511305,0.0573349,
0.030338,0.163835,0.750448,0.041735,-0.0264066,0.00232617,0.0573581,
0.030473,0.164341,0.750451,5.40648e-05,-0.00226865,-0.00849768,0.0595333,
0.0309373,0.16351,0.751979,0.0270843,-0.00822933,0.0147304,0.0564196,
0.0327036,0.163214,0.753693,0.0286274,-0.0295051,0.0049429,0.0598621,
0.0326887,0.163735,0.753805,0.00190158,0.000253455,-0.0088553,0.0588656,
0.0322752,0.163364,0.754452,0.0108057,0.00690394,0.00619898,0.0598933,
0.0333017,0.163188,0.754773,0.00556897,-0.017795,0.00303995,0.0576891,
0.0333917,0.162485,0.755093,0.0053765,-0.00151509,0.011849,0.0593995,
0.033544,0.162085,0.755999,0.0146994,-0.00247209,0.00648729,0.0616141,
0.0340705,0.16286,0.755645,-0.00578577,-0.00861036,-0.0126785,0.061142,
0.0339042,0.162586,0.755896,0.00395048,0.00261638,0.00430867,0.0635656,
0.0351261,0.163178,0.756099,0.00341042,-0.0205687,-0.00996937,0.0594051,
0.035035,0.162673,0.756421,0.00513599,0.00145082,0.00805461,0.0627729,
0.0346418,0.162701,0.75614,-0.00462644,0.00647052,-0.000462693,0.0607714,
0.0350418,0.163246,0.756249,0.00103523,-0.00379895,-0.0051722,0.105307,
0.0353153,0.16331,0.756066,-0.00274803,-0.00412188,-0.000976051,0.0663495,
0.0348765,0.163053,0.755897,-0.00285306,0.00738014,0.00433498,0.0594572,
0.0352922,0.163647,0.75615,0.0042018,-0.00689129,-0.00986068,0.0603168,
0.0353306,0.163332,0.756711,0.0094324,-0.000647531,0.0053004,0.0594062,
0.0346265,0.162993,0.756393,-0.00529538,0.0117498,0.00565892,0.0599267,
0.0328831,0.163005,0.756124,-0.00447382,0.0289964,-0.000185624,0.0601267,
0.031082,0.163411,0.755292,-0.0137757,0.0298264,-0.00672818,0.0603848,
0.0286602,0.163728,0.754829,-0.00767368,0.0400658,-0.0052462,0.060446,
0.0268271,0.165076,0.754319,-0.00826026,0.0297161,-0.0218488,0.0616881,
0.0239673,0.164904,0.754114,-0.00346577,0.0483662,0.00291233,0.0591271,
0.0226957,0.165866,0.753435,-0.01081,0.0202317,-0.0153063,0.0628521,
0.0204533,0.166494,0.753557,0.00194314,0.0355046,-0.00995468,0.0631587,
0.0198524,0.166525,0.753576,0.000169971,0.00540512,-0.00027493,0.111164,
0.0194098,0.167342,0.753795,0.00314264,0.00636413,-0.0117566,0.0695499,
0.0179491,0.168156,0.753743,-0.000417758,0.0118494,-0.00660254,0.123273,
0.018265,0.167734,0.753692,-0.000711724,-0.00439705,0.00587961,0.0718548,
0.0181786,0.168207,0.753981,0.00251753,0.000753251,-0.0041189,0.11478,
0.0170261,0.168679,0.754459,0.00478211,0.0115278,-0.004721,0.0999745,
0.0164352,0.169083,0.75376,-0.0101275,0.00855232,-0.00584664,0.0690893,
0.0175863,0.168659,0.754158,0.0034859,-0.0100776,0.00370468,0.11422,
0.0168427,0.169286,0.753723,-0.00351328,0.0060034,-0.00505602,0.123865,
0.0169899,0.168772,0.753424,-0.00399355,-0.00197084,0.00687541,0.0747008,
0.0172139,0.169772,0.753646,0.00218518,-0.00220495,-0.00983845,0.101579,
0.0175375,0.16897,0.754031,0.00564809,-0.00475236,0.0117647,0.068099,
0.0171728,0.169098,0.754143,0.000944899,0.00306878,-0.00107718,0.118843,
0.0170515,0.168835,0.753599,-0.00864363,0.00192521,0.00417873,0.0630068,
0.0170228,0.168366,0.754113,0.00456398,0.000254586,0.00415915,0.112745,
0.0167934,0.169628,0.753768,-0.00495832,0.00329855,-0.0181474,0.0695423,
0.0164875,0.168984,0.754173,0.00494241,0.00373456,0.00786958,0.0818983,
0.0169725,0.169498,0.753713,-0.00525758,-0.00553923,-0.00587419,0.0875548,
0.0168991,0.169467,0.753764,0.000722409,0.00103348,0.000442172,0.0710395,
0.0168631,0.169609,0.754281,0.00456436,0.000317612,-0.00125954,0.11335,
0.0170646,0.168715,0.754182,-0.00150794,-0.00306317,0.0135925,0.0657734,
0.0170299,0.169159,0.753561,-0.00545211,0.000304064,-0.00389186,0.114014,
0.0167142,0.168848,0.754135,0.00818225,0.00449531,0.00442784,0.0702311,
0.0170986,0.168752,0.753974,-0.00150486,-0.00358632,0.000894242,0.107179,
0.016635,0.168991,0.753904,-0.00103561,0.00690847,-0.00355912,0.0671094,
0.0169853,0.168801,0.753982,0.00112468,-0.00510499,0.00277046,0.0686308,
0.0177713,0.168902,0.754468,0.00443437,-0.00716519,-0.000920045,0.109696,
0.0170588,0.168566,0.754114,-0.00536014,0.0107839,0.00507824,0.0660749,
0.0174894,0.169131,0.75393,-0.00159628,-0.0037331,-0.00489257,0.115343,
0.0165906,0.169262,0.754405,0.00679163,0.0128332,-0.00187855,0.070034,
0.0174113,0.169006,0.754055,-0.00305641,-0.00716294,0.00223521,0.114571,
0.0173881,0.169044,0.754065,0.000124584,0.000298914,-0.000490259,0.0775059,
0.0172765,0.168668,0.75457,0.0051166,0.00113113,0.00381615,0.0986344,
0.0171105,0.169326,0.754218,-0.002817,0.00133097,-0.00527973,0.124753,
0.0168328,0.169043,0.75458,0.00485915,0.00373062,0.00381333,0.074433,
0.0172073,0.169016,0.753917,-0.00646791,-0.00365545,0.000258344,0.102439,
0.0182331,0.169058,0.754068,0.00122732,-0.00835598,-0.000343243,0.122772,
0.0181305,0.168681,0.754318,0.00313672,0.00128684,0.00473292,0.0797522,
0.0172714,0.168503,0.754637,0.00328111,0.00885324,0.00183127,0.0970428,
0.0169977,0.16925,0.754089,-0.00782583,0.00390977,-0.0106754,0.0699947,
0.0171987,0.169219,0.753949,-0.00115637,-0.00166081,0.00025708,0.121027,
0.0173451,0.169021,0.754225,0.00422835,-0.00224511,0.0030367,0.0652243,
0.0172167,0.169026,0.753998,-0.00212595,0.00120724,-4.78844e-05,0.106427,
0.0167278,0.169054,0.75449,0.0040075,0.00398487,-0.000227362,0.12269,
0.0173119,0.169326,0.754301,-0.00251365,-0.00774935,-0.00361095,0.0753817,
0.0173013,0.168829,0.753937,-0.00355301,0.000104258,0.00485932,0.102299,
0.0170432,0.168892,0.754254,0.0025708,0.00209006,-0.000506799,0.123461,
0.0173191,0.169204,0.754148,-0.00147553,-0.00382672,-0.00433484,0.0721058,
0.0177485,0.16813,0.753999,-0.00142063,-0.00408193,0.0102164,0.105185,
